,u1,u2,u3,u4
Unemployment,-0.16655084201182216,-0.7313281506778063,-0.1287251927035632,0.7988671842539539
Inflation,1.0765438410860895,0.20787840555353093,-0.061442158406139376,0.03700814974975052
Healthcare,-0.4721532123251063,-0.7657325827249294,-0.2391993504703711,-0.47102728479853123
City Safety,-0.5243717092471993,-0.17706103942621565,-1.0315780537232189,0.3722565187469315
